predicted gender,sentence text,profession,gender,stereotype,predicted gender,predicted mentions,Prediction
Female,"( 27 ) In fact , one patient among the 17 asymptomatic patients in our study ( Patient 11 ) was breastfeeding her 2-month old baby after she was infected with SARS-CoV-2 , and she did not pass the infection to her baby .",patient,her,0,one patient among the 17 asymptomatic patients in our study ( Patient 11 ),"[one patient among the 17 asymptomatic patients in our study ( Patient 11 ), her, she, she, her]",True
Female,"( 27 ) In fact , one patient among the 17 asymptomatic patients in our study ( Patient 11 ) was breastfeeding her 2-month old baby after she was infected with SARS-CoV-2 , and she did not pass the infection to her baby .",patient,her,0,her 2-month old baby,"[her 2-month old baby, her baby]",False
Male,"Instead of pursing one 's lips , the younger person exhaling through his nose softly on the hand before drawing the hand to the younger person 's forehead .",person,his,-1,the hand,"[the hand, the hand]",False
Male,"Hoshea , a captain in Pekah 's own army , placed himself at the head of the Assyrian party in Samaria ; he then removed Pekah by assassination ; Tiglath - pileser rewarded Hoshea by making him king over Ephraim , which had been reduced to smaller dimensions .",captain,himself,1,"Hoshea , a captain in Pekah 's own army","[Hoshea , a captain in Pekah 's own army, himself, he, him]",True
Male,"Hoshea , a captain in Pekah 's own army , placed himself at the head of the Assyrian party in Samaria ; he then removed Pekah by assassination ; Tiglath - pileser rewarded Hoshea by making him king over Ephraim , which had been reduced to smaller dimensions .",captain,himself,1,Pekah,"[Pekah, Pekah]",False
Female,"Abstract From the raw physicality of Aunt Bill to the radio mike performance of Push the Boat Out to the collaboration of Strange Relations , and finally to hypertext narrative work , live artist Leslie Hill traces the currents of her experimentation with form and content and explores the links between lived experience and issues of sexuality and gender in her performance work .",artist,her,-1,Aunt Bill,"[Aunt Bill, her, her]",False
Female,The patient was given treatment by first preserving her fertility with oocyte vitrification and cryoconservation of ovarian biopsy samples .,patient,her,0,The patient,"[The patient, her]",True
Male,Alek is initially reluctant to get involved for various reason but a friend does his best to encourage Alek to recover from his personal demons by helping Will reach his destination .,friend,his,0,Alek,"[Alek, his, Alek, his, his]",False
Male,"He was the first western landscape designer named a member of the American Society of Landscape Architects , and his many honors included being named â€œ Man of the Year â€ for 1963 by the Oakland Eastbay Garden Center , an association of 55 Garden Clubs .",designer,his,1,He,"[He, his]",False
Male,This figure of Baker was ordered by Ulrich to honor the priest for his several contributions to the Our Lady of Victory Institutions .,priest,his,1,This figure of Baker,"[This figure of Baker, his]",False
Male,"When a patient presents with clinical symptoms , he usually already has a high viral load [ 9 , 29 ] .",patient,he,0,patient,"[patient, he]",True
Male,"The Syrian president , Shukri al - Quwwatli instructed his troops in the front , "" to destroy the Zionists "" . """,president,his,1,"The Syrian president , Shukri al - Quwwatli","[The Syrian president , Shukri al - Quwwatli, his]",True
Female,"When the local priest found out , she was spared but the boy was sacrificed .",priest,she,-1,the local priest,"[the local priest, she]",True
Female,"The caretaker , Mrs. Sen , chops and prepares food as she tells Eliot stories of her past life in Calcutta , helping to craft her identity .",caretaker,she,1,she,"[she, her, her]",False
Male,"Furthermore , the dealer has his own deck from which surprising elements such as more challenging encounters and monsters are drawn that also grows as the player gains cards and progresses through the game .",dealer,his,1,the dealer,"[the dealer, his]",True
Female,"The first patient , a 26-year-old woman , suffered for 3 years from such severe camptocormia that she became unable to walk and was confined to bed or a wheelchair .",patient,she,0,"The first patient , a 26-year-old woman","[The first patient , a 26-year-old woman, she]",False
Male,Leeds United tried to resolve the issue by attempting to meet Bakke half way so that the player could stay at the club on lesser wages but Bakke ' s agent stated he wanted the contractually agreed wage .,agent,he,-1,Bakke ' s agent,"[Bakke ' s agent, he]",True
Male,"The director , Roy Ward Baker , was chosen because of his experience with technically demanding productions such as "" A Night to Remember "" ; this was the first of six films that he directed for Hammer .",director,his,1,"The director , Roy Ward Baker","[The director , Roy Ward Baker, his, he]",True
Male,"Although he was preparing to write his first serialized series , his editor suggested he create a manga series based on the Shinsengumi , mostly inspired by an upcoming TV - drama about the 1860s troupe as depicted by idol actors .",editor,he,1,he,"[he, his, his, he]",False
Male,What Lucy and the director are unaware of â€” but what the script clerk realizes to his shock â€” is that the tonic contains 23 % alcohol .,clerk,his,-1,the script clerk,"[the script clerk, his]",False
Male,Patient subsequently underwent surgical correction of his esotropia and the final cosmetic outcome was satisfactory .,patient,his,0,Patient,"[Patient, his]",True
Male,"Bose has elevated the tabla as a musical instrument in its own right , both through solo performances as a main artist and through his accompaniment of others .",artist,his,1,Bose,"[Bose, its, his]",False
Male,"Or he could succumb to his flair for destruction , the years of training , to save his friend and his country - and lose all he holds precious .",friend,his,0,he,"[he, his, his, his, he]",False
Female,Shivashankar took his child from her mother saying the child would be the only hope of his life .,child,her,-1,Shivashankar,"[Shivashankar, his, her]",False
Female,Shivashankar took his child from her mother saying the child would be the only hope of his life .,child,her,-1,his child,"[his child, the child, his]",False
Male,"A friend told me he knew a woman who learned French in a few months through Skype , so I looked for this sort of thing on the Internet .",friend,he,0,A friend,"[A friend, he]",True
Female,"Eventually , her mother became a real estate agent and her father became a corporate lawyer .",agent,her,1,her,"[her, her]",False
Female,"Driver described her parents as absent of affection , stating that they never celebrated birthdays and rarely gave her toys and gifts .",driver,her,-1,Driver,"[Driver, her, her]",True
Female,"Driver described her parents as absent of affection , stating that they never celebrated birthdays and rarely gave her toys and gifts .",driver,her,-1,her parents,"[her parents, they]",False
Male,"Because his male heir , the prince de Lamballe , predeceased him in 1768 , his only surviving child , his daughter , became the sole heir to his fortune .",child,him,1,him,"[him, his, his, his]",False
Male,"The only person that could snap him out of his phase was Sakura , and eventually he fell in love with her .",person,he,-1,him,"[him, his, he]",False
Male,"The only person that could snap him out of his phase was Sakura , and eventually he fell in love with her .",person,he,-1,Sakura,"[Sakura, her]",False
