,Unnamed: 0,predicted gender,correct,sentence_text,profession,g,g_first_index,profession_first_index,stereotype,corpus,data_index,distance,num_of_pronouns
156,39361,Male,1,"Gerold SpÃ¤th 's self - image as author is palpable to his organ builder family , as he told on occasion of a dramatic reading : """,author,he,17,7,-1,wikipedia,16,10,2
157,57525,Male,1,"The dealer has now seen their faces , and after being ordered by the gangster he works for to get the money back , he goes out looking for the three .",dealer,he,24,1,1,wikipedia,11,23,2
158,46650,Male,1,"In his book ( 2013 ) entitled "" Act of Congress : How America 's Essential Institution Works , and How It Does n't "" , Washington Post editor Robert G. Kaiser revealed events that led over a period of 18 months to the Dodd â€“ Frank Act",editor,his,1,28,1,wikipedia,15,27,1
159,14765,Male,1,Comment If Rklear pedrito -LRB- I misread the discussion -RRB- or another editor can show that he is notable and advance the article past an outline it should be OK .,editor,he,16,12,1,wikipedia,4,4,1
160,87501,Male,1,This editor has demonstrated time and time again that he is not here to write an encyclopedia .,editor,he,9,1,1,wikipedia,4,8,1
161,293091,Female,1,Edith Branson ( 1891â€“1976 ) was an American painter who was known for her use of color to convey emotions .,painter,her,13,8,-1,wikipedia,6,5,1
162,16005,Male,1,"Hill , still in advance , first encountered the enemy , was soon hotly engaged , and met the large force with the impetuous courage for which that officer and his troops are distinguished .",officer,his,31,29,1,perseus,20,2,1
163,300319,Male,1,"After his marriage to Victoire Felix and the birth of their four children , Dumouchelle achieved the rank of captain in the RiviÃ¨re - du - ChÃªne battalion of militia serving in the War of 1812 .",captain,his,1,19,1,wikipedia,6,18,1
164,228476,Male,1,"The film stars Yves BenoÃ®t as Louis , a 16-year - old high school student who is sent to a mental institution by his father ( Aubert Pallascio ) to punish him for his rebelliousness , and is under the care of a psychiatrist ( Gilles Renaud ) .",student,his,23,14,-1,wikipedia,1,9,2
165,180301,Male,1,"Reared mostly in Caddo Gap in Montgomery County , Arkansas , Cobb as a child often accompanied his father to work and hence developed an interest in the family business and later in the law .",child,his,17,14,1,wikipedia,21,3,1
166,16132,Male,1,"A DNA analysis revealed large-scale copy number polymorphism of chromosome 4 in the patient and his family , which may include the phenotype of the cranium .",patient,his,15,13,0,pubmed,20,2,1
168,109338,Male,1,"But shortly after Mitchell 's arrival one of Eve Owens 's neighbours , a young artist called Philip Lorrimer , is found dead in his cottage â€” poisoned .",artist,his,24,15,1,wikipedia,1,9,1
169,157499,Male,1,"Oh the Glory of it All "" , in which the author described her as his "" evil stepmother "" , and contended that she married Al Wilsey because of his wealth .",author,his,15,11,-1,wikipedia,14,4,4
170,106271,Male,1,"Founded in 2007 by Grammy nominated , Dove Award winning artist , producer and filmmaker Dave Moody and his son Joshua Moody , the company is focused on producing , distributing and marketing family - friendly , uplifting , and life - inspiring motion picture entertainment .",artist,his,18,10,1,wikipedia,20,8,1
172,53804,Male,1,"The airman , a German officer , identified himself as Captain Albert Horn .",officer,himself,8,5,1,wikipedia,3,3,1
174,2833,Male,1,"Driver was unable to play in the competition himself as he did not satisfy the eligibility criteria , having not been resident in Jersey for long enough , but he qualified in time for the 2008 tournament .",driver,he,10,0,1,wikipedia,5,10,3
175,1664,Male,1,The patient was successfully treated for his pulmonary embolus and was discharged five days later .,patient,his,6,1,0,covid19,6,5,1
176,3204,Male,1,"Everything else related to it , between that writer and his boss ... [ Laughs . ] ...",writer,his,10,8,-1,wikipedia,20,2,1
177,6159,Female,1,"Patient 2 , who trained with stance-time symmetry feedback , improved her stance-time symmetry ratio .",patient,her,11,0,0,pubmed,17,11,1
179,64124,Male,1,"In her modelling career , she rebuffed the villainous fashion designer and jewel thief Simon Garrett when he tried to romance her , and was on friendly terms with Gina , an FBI agent posing as an executive at the modelling agency .",designer,he,17,10,1,wikipedia,2,7,4
181,114715,Male,1,"After an invocation of the Deity ( Siva ) as an auspicious act , the stage - manager and his Assistant , in their conversation state that the play shortly to be performed is Kalidasa 's MÄlavikÄgnimitra .",manager,his,19,17,1,wikipedia,20,2,1
182,38468,Male,1,At least one Texas physician is taking a crack at developing his own model .,physician,his,11,4,1,pubmed,17,7,1
183,141536,Male,1,"Ingunde , Ingund , Ingundis or Ingunda , ( born in 567/568 ) , was the eldest child of Sigebert I , king of Austrasia , and his wife Brunhilda , daughter of King Athanagild of the Visigoths .",child,his,27,17,1,wikipedia,20,10,1
184,193277,Female,1,"When she tells Grace that he ' s in the lobby of the building , Grace tells Josie her maid to have him sent up while she helps Grace get ready to meet him .",maid,she,1,19,1,wikipedia,2,18,4
185,10200,Male,1,"However , he underlines the differences between self-denial and wishful thinking : unlike the second , the fi rst requires the agent 's intervention , that is , the agent has to ' do ' something to change his way of seeing things ; in the second the belief always takes the direction of positive effect , never of negative , while in the fi rst the thought that it triggers can be painful ( see ' Deception and Division ' , 85ff . ) .",agent,his,38,29,-1,covid19,17,9,2
186,190907,Male,1,"On October 1 , "" Cloverfield "" director Matt Reeves was confirmed as his replacement .",director,his,13,7,1,wikipedia,1,6,1
187,7765,Male,1,"It symbolizes the fact that "" every person is looking for his drunkenness which can lead to extreme erotic games "" .",person,his,11,7,-1,wikipedia,14,4,1
188,4845,Female,1,The patient presented with a history of progressive dyspnea and ascites and her general condition was poor .,patient,her,12,1,0,pubmed,21,11,1
190,183145,Male,1,One graduate student named Minal Panchal ( from Mumbai ) was killed in his classroom .,student,his,13,2,-1,wikipedia,6,11,1
191,246165,Male,1,"Vaux was particularly devoted to Father Henry Garnet , a Jesuit priest who was later executed for his role in the Gunpowder Plot .",priest,his,17,11,1,wikipedia,1,6,1
193,438215,Female,1,"In 1997 , Singer was highly commended at the Quill Awards for her "" Herald Sun "" column .",singer,her,12,3,-1,wikipedia,6,9,1
194,8390,Male,1,"Fourteen years later , when the patient was 58-years-old , he presented with retroperitoneal fibrosis and swollen lymph nodes .",patient,he,10,6,0,pubmed,12,4,1
195,2292,Male,1,"A popular urban legend of the 1920s recorded how a cab driver and his horse tried to pass through the area at night , with only their skeletons , gnawed clean by rats , found the following day .",driver,his,13,11,1,wikipedia,20,2,1
196,5430,Male,1,The clinical course of this patient suggests that his end-stage renal disease-associated hypercoagulable state may have promoted thrombus formation .,patient,his,8,5,0,pubmed,21,3,1
197,66227,Male,1,"Then - University of Florida coach Ron Zook , noted for his recruiting ability , made a strong push , including talking to Rivers at 2 a.m. on National Signing Day in 2003 .",coach,his,11,5,1,wikipedia,15,6,1
198,47739,Male,1,"These studies refer to NR as a multidisciplinary approach ( a specially trained team of professionals ) with concrete objectives and established job descriptions , a suitable battery of instruments for measurement of the results , active participation of the patient and his family and correct follow-up in the community .",patient,his,42,40,0,pubmed,20,2,1
0,167,Female,1,A patient with breast cancer was treated with adoptive immunotherapy of CTL because she had severe side effect from antineoplastics .,patient,she,13,1,0,pubmed,2,12,1
1,506,Male,1,His primary care physician ordered a chest radiograph that revealed an infiltrate & he was treated with Levofloxacin for 10 days .,physician,he,13,3,1,covid19,8,10,2
2,21497,Male,1,"The conduct of this officer and his command was all that could be asked in the late battle of Jonesborough , and as truly may I say the - same of the Fifty second Ohio , commanded by Major Holmes , in the same engagement , until a wound disabled him , and the command devolved upon Captain",officer,his,6,4,1,perseus,20,2,1
4,4354,Male,1,"Case 2 , in which the patient underwent living-donor LT from the mother , had neither rejection nor mechanical venous obstruction , but condition of the patient rapidly worsened and he died on day 13 after transplantation .",patient,he,30,26,0,pubmed,11,4,1
5,3926,Male,1,"Attalus , as the event showed , was one of those men who try to gain all that their hopes promise them ; but in his case the wise admonitions of a friend put a curb , so to speak , on a temper which was becoming wanton through popularity .",friend,his,25,32,0,perseus,15,7,1
7,161792,Male,1,"George Oscar LÃ¶f ( 13 December 1913 â€“ 12 October 2009 ) was an American engineer and inventor who was best known for his contributions to solar energy research . """,engineer,his,23,15,1,wikipedia,1,8,1
8,111794,Male,1,"Jason meets a sports agent at Dillon High School during practice one day , who gives Jason his card and tells him to look him up whenever he is in New York .",agent,he,27,4,-1,wikipedia,2,23,2
11,54130,Female,1,"A shrewd politician named Babuji develops a fancy for her , which leads to the murder of her lover .",politician,her,9,2,-1,wikipedia,21,7,2
12,48600,Male,1,"The trial judge , Mr Justice Fenton Atkinson , described Brady and Hindley in his closing remarks as "" two sadistic killers of the utmost depravity "" .",judge,his,14,2,1,wikipedia,14,12,1
13,6232,Male,1,This article presents the clinical case of a man who visited a podiatric medical student because of pain in his feet and subsequently presented the student with several gifts .,student,his,19,14,-1,pubmed,6,5,1
14,136873,Male,1,"In an interview the writer would explain his choice of name change as the following , "" Lemebel is a gesture of femininity , to engrave a maternal last name , to acknowledge my ( washer ) mother in light of the illegality of homosexual(s ) and transvestite(s ) . """,writer,his,7,4,-1,wikipedia,21,3,1
15,162414,Male,1,"According to the autobiography published on the official website , he was born in a modest family , his father being a plumber and his mother a housewife .",plumber,his,24,22,1,wikipedia,20,2,3
